tree,martelo,country,quadrant,species,social_status,DBH_cm,utmX,utmY,quality,Health,microhabitat,Total_height_m,Crownbase_height_m,V_m3ha,Bs_kg,B2_kg,B2_7_kg,B7_kg,Bs_B7.q.p_kg,B_kg,B,spNum,simpson,shannon,Even,D,MS,Mi,W,S,TH,A,G_m2ha,Hzones.st,Atmp,A.st,distij,MVij,Hzones.qd,Vij,THij
857,Valdepoza,Spain,3,Pinus nigra,Codominant,34.85,354588.159483,4718936.078628,others,healthy,other,22.6,13,1.024,524.211127154099,87.44562,63.27662225,1.25913,0,676.192499404099,0.676192499404099,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.039720405284084,3.53598308231342,0.095388374090488,zone3,5.11722056410999,2.32894744437721,0.883973523300397,0,zone3,1,0.101769911504425
858,Valdepoza,Spain,3,Pinus nigra,Codominant,37.45,354586.181482,4718934.236649,inclinated,healthy,other,22.6,13.3,1.175,598.331641285906,100.98018,73.07038025,5.58657000000001,0,777.968771535906,0.777968771535906,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.235988200589971,3.53598308231342,0.110152288766033,zone3,5.11722056410999,2.32894744437721,1.739999671469,0,zone3,0,0.141592920353982
859,Valdepoza,Spain,3,Pinus nigra,suppressed,12.65,354587.085537,4718931.915973,others,healthy,other,9.8,2.8,0.058,36.9535421424366,11.52162,8.33717225,0,0,56.8123343924366,0.056812334392437,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.547718313867079,3.117628407706,0.012568137760227,zone1,6.70751034509747,3.05271951455652,2.30010461437958,0,zone1,1,0.552511415525114
860,Valdepoza,Spain,3,Pinus nigra,Codominant,43.3,354585.253248,4718930.525578,injury,healthy,other,21.9,9.8,1.502,758.384569729663,134.99208,97.681769,26.59392,0,1017.65233872966,1.01765233872966,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.6451771,0.462379278296359,3.53598308231342,0.147253516257224,zone3,5.11722056410999,2.32894744437721,2.30010461437958,0,zone3,1,0.552511415525114
861,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,5.6,354577.162403,4718923.87148,others,healthy,other,5.3,4.3,0.006,0,2.6703,2.91963904,0,4.3380288,5.58993904,0.00558993904,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,1,0.8928559,0.425738744134971,3.83551632938934,0.002463008640414,zone1,6.70751034509747,3.05271951455652,3.20764287970333,0,zone1,1,0.263888888888889
862,Valdepoza,Spain,4,Quercus pyrenaica,dominate,8.2,354580.082888,4718925.198032,others,healthy,other,7.2,4.3,0.018,0,4.1596,4.71556864,0,12.6357408,8.87516864,0.00887516864,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,1,0.8928559,0.365740740740741,3.83551632938934,0.005281017250684,zone1,6.70751034509747,3.05271951455652,1.12430496124012,0,zone1,1,0.583333333333333
863,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,7.35,354580.492691,4718926.244991,injury,healthy,other,3,0,0.005,0,5.2653,1.07533815,0,4.22996175,6.34063815,0.00634063815,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.484615685354602,3.83551632938934,0.004242917228214,zone1,6.70751034509747,3.05271951455652,1.12430496124012,0,zone1,1,0.583333333333333
864,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,4.8,354582.184398,4718925.303238,others,healthy,other,5.8,4.3,0.005,0,1.7294,3.22870016,0,3.4877952,4.95810016,0.00495810016,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.277458492975734,3.83551632938934,0.001809557368468,zone1,6.70751034509747,3.05271951455652,1.20509771264328,0,zone1,1,0.155172413793103
865,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,7.2,354582.626068,4718926.424482,others,healthy,other,4.9,2.9,0.009,0,4.2851,2.64516608,0,6.6298176,6.93026608,0.00693026608,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.280975838611307,3.83551632938934,0.004071504079052,zone1,6.70751034509747,3.05271951455652,1.20509771264328,0,zone1,1,0.155172413793103
866,Valdepoza,Spain,4,Quercus pyrenaica,dominate,13.6,354584.531735,4718924.208656,others,decay,other,11,5.4,0.077,0,7.3178,12.0329728,0,53.102016,19.3507728,0.0193507728,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.333333333333333,0.8928559,0.490909090909091,2.31929260941045,0.014526724430199,zone1,6.70751034509747,3.05271951455652,0.620756758684571,0,zone2,0,0.609090909090909
867,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,9.2,354585.302974,4718926.015231,others,decay,other,7,3.7,0.022,0,5.1466,4.7389024,0,15.463728,9.8855024,0.0098855024,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.287758233327854,3.83551632938934,0.006647610054996,zone1,6.70751034509747,3.05271951455652,1.96431230376586,0,zone1,1,0.363636363636364
868,Valdepoza,Spain,4,Quercus pyrenaica,dominate,11.25,354586.813399,4718924.26381,others,decay,other,7.9,5.5,0.036,0,6.587,6.322934375,0,26.095921875,12.909934375,0.012909934375,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,1,0.8928559,0.357723688570325,3.83551632938934,0.009940195505499,zone1,6.70751034509747,3.05271951455652,1.68621847050446,0,zone1,1,0.024691358024691
869,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,8.8,354585.47266,4718923.24119,others,decay,other,8.1,5.2,0.024,0,4.2979,5.70284032,0,16.3715904,10.00074032,0.01000074032,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.333333333333333,0.8928559,0.438415464303208,3.83551632938934,0.00608212337735,zone1,6.70751034509747,3.05271951455652,0.818707784257107,0,zone1,1,0.469135802469136
870,Valdepoza,Spain,4,Pinus nigra,Codominant,34.2,354590.204806,4718926.052516,others,decay,other,19.4,10.3,0.835,438.34662172382,84.21408,60.938244,0.658920000000002,0,584.15786572382,0.58415786572382,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,1,0.5213377,0.063565071812494,2.73633905110507,0.091863310783619,zone3,5.11722056410999,2.32894744437721,2.03694189973428,0,zone3,1,0.005128205128205
871,Valdepoza,Spain,4,Pinus nigra,Codominant,32.9,354588.946593,4718924.450632,injury,decay,other,19.5,9.8,0.779,410.198260460051,77.93352,56.393561,0.03648,0,544.561821460051,0.544561821460051,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.352136752136752,2.73633905110507,0.085012282604303,zone3,5.11722056410999,2.32894744437721,1.23841744116634,1,zone3,1,0.866666666666667
872,Valdepoza,Spain,4,Pinus nigra,dominate,28.4,354590.709871,4718923.429919,others,decay,other,15.9,7.2,0.469,258.121652989988,58.07232,42.021776,0,0,358.215748989988,0.358215748989988,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.39475042225787,2.31929260941045,0.063347074266985,zone2,5.09597190578075,2.31927676321498,1.9510265985309,0,zone2,1,0.163157894736842
873,Valdepoza,Spain,4,Pinus nigra,dominate,29.6,354593.028697,4718925.080198,injury,decay,other,16.1,7.1,0.515,281.831585536791,63.08352,45.647936,0,0,390.563041536791,0.390563041536791,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.333333333333333,0.5213377,0.116109520613414,2.31929260941045,0.068813445484231,zone2,5.09597190578075,2.31927676321498,2.84611573856696,0,zone2,1,0.012422360248447
874,Valdepoza,Spain,4,Quercus pyrenaica,dominate,9.6,354597.14856,4718920.987765,others,decay,other,5.3,3.6,0.017,0,6.2623,3.07249024,0,12.7484928,9.33479024,0.00933479024,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.258680302549727,3.83551632938934,0.007238229473871,zone1,6.70751034509747,3.05271951455652,1.02515884386303,0,zone1,0,0.377358490566038
875,Valdepoza,Spain,4,Quercus pyrenaica,dominate,9.65,354593.393875,4718918.142632,others,decay,other,7.1,4,0.024,0,5.5062,4.941508255,0,17.256530475,10.447708255,0.010447708255,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.117315001117818,3.83551632938934,0.007313824047098,zone1,6.70751034509747,3.05271951455652,1.53862287832847,0,zone1,1,0.154761904761905
876,Valdepoza,Spain,4,Quercus pyrenaica,dominate,11.25,354591.968545,4718917.563154,others,decay,other,8.4,4.9,0.039,0,6.3645,6.9313875,0,27.7475625,13.2958875,0.0132958875,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.871433933333333,0.111111111111111,3.83551632938934,0.009940195505499,zone1,6.70751034509747,3.05271951455652,1.53862287832847,0,zone1,1,0.154761904761905
877,Valdepoza,Spain,4,Quercus pyrenaica,dominate,9,354590.340807,4718916.366628,others,decay,other,8.3,5.5,0.026,0,4.3885,5.959774,0,17.54703,10.348274,0.010348274,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,1,0.871433933333333,0.084206733660218,3.83551632938934,0.006361725123519,zone1,6.70751034509747,3.05271951455652,1.87940166161978,0,zone1,1,0.144329896907216
878,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,8.5,354587.507234,4718919.286661,others,decay,other,5.7,4.5,0.015,0,5.0965,3.3923185,0,10.7486325,8.4888185,0.0084888185,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.25,1,1,0.8928559,0.707061855670103,3.83551632938934,0.005674501730547,zone1,6.70751034509747,3.05271951455652,1.73847009088489,1,zone1,1,0.715
879,Valdepoza,Spain,4,Pinus nigra,Codominant,32.5,354587.392441,4718921.021337,others,decay,other,20,7.3,0.783,410.790138709746,76.05,55.030625,0,0,541.870763709746,0.541870763709746,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.265,2.73633905110507,0.082957681008856,zone3,5.11722056410999,2.32894744437721,1.73847009088489,1,zone3,1,0.715
880,Valdepoza,Spain,4,Pinus nigra,Codominant,35.75,354589.616731,4718921.81389,injury,decay,other,19,6.2,0.888,466.281915440445,92.0205,66.58705625,2.40825,0,627.297721690445,0.627297721690445,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.358771929824561,2.73633905110507,0.100378794020715,zone2,5.09597190578075,2.31927676321498,1.73054461421906,1,zone3,0,0.863157894736842
881,Valdepoza,Spain,4,Pinus nigra,Codominant,31.9,354586.070558,4718922.347091,others,decay,other,19.4,10.5,0.73,385.695841477252,73.26792,53.017481,0,0,511.981242477251,0.511981242477251,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.333333333333333,0.666666666666667,0,0.7690165,0.46360824742268,2.73633905110507,0.079922902505488,zone3,5.11722056410999,2.32894744437721,1.07559055485042,1,zone3,0,0.582474226804124
882,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,9,354585.106132,4718923.973269,injury,decay,other,4.3,0,0.011,0,6.1685,2.072654,0,9.09063,8.241154,0.008241154,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.511307638030564,3.83551632938934,0.006361725123519,zone1,6.70751034509747,3.05271951455652,0.620756758684571,0,zone1,0,0.609090909090909
883,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,8.7,354584.106722,4718922.451026,injury,decay,other,4.4,0,0.011,0,5.8546,2.18219368,0,8.6922396,8.03679368,0.00803679368,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,1,0.8928559,0.359839132061354,3.83551632938934,0.005944678698755,zone1,6.70751034509747,3.05271951455652,1.57801957129412,0,zone1,1,0.45679012345679
884,Valdepoza,Spain,4,Pinus nigra,Codominant,29.15,354580.029886,4718920.782721,inclinated,decay,other,18.8,9.8,0.593,317.24142011861,61.18002,44.27054225,0,0,422.69198236861,0.42269198236861,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.5,0.666666666666667,1,0.6451771,0.132978723404255,2.73633905110507,0.066737049089749,zone2,5.09597190578075,2.31927676321498,1.37242441070599,1,zone3,1,0.069148936170213
885,Valdepoza,Spain,4,Pinus sylvestris,Codominant,29,354580.271187,4718919.431676,others,decay,other,17.5,9.1,0.55,226.6495,32.1267058435071,23.026404017268,0,0,281.802609860775,0.281802609860775,2,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.25,1,1,0.5213377,0.046099290780142,2.73633905110507,0.066051985541725,zone2,5.09597190578075,2.31927676321498,1.37242441070599,1,zone3,1,0.069148936170213
886,Valdepoza,Spain,4,Quercus pyrenaica,dominate,25.25,354577.754363,4718920.216901,injury,decay,other,12.6,6.6,0.286,0,17.0675,33.39606175,0,209.66880375,50.46356175,0.05046356175,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.25,1,1,0.8928559,0.294795694817974,2.31929260941045,0.050074041655109,zone2,5.09597190578075,2.31927676321498,1.96978741537513,1,zone2,1,0.214285714285714
887,Valdepoza,Spain,4,Pinus nigra,Codominant,26.65,354575.619122,4718919.165645,dead,decay,other,19.1,10.9,0.509,273.094564528438,51.13602,37.00259225,0,0,361.233176778438,0.361233176778438,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.5,0.666666666666667,0.666666666666667,0.6451771,0.280977312390925,2.73633905110507,0.055780744710354,zone2,5.09597190578075,2.31927676321498,2.37999859362865,1,zone3,1,0.340314136125655
889,Valdepoza,Spain,4,Pinus sylvestris,Codominant,29.5,354573.453281,4718917.206349,injury,decay,other,18.7,11.1,0.611,250.614595,30.9016102331204,22.7346555953261,0,0,304.250860828446,0.304250860828446,2,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.25,1,0.666666666666667,0.5213377,0.149583298335993,2.73633905110507,0.013892908112338,zone2,5.09597190578075,2.31927676321498,2.30755519507843,1,zone3,1,0.427807486631016
890,Valdepoza,Spain,4,Pinus nigra,suppressed,17.1,354578.42044,4718918.363147,others,decay,other,9.9,6.1,0.104,64.9272720153562,21.05352,15.234561,0,0,101.215353015356,0.101215353015356,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.403909477047775,3.83551632938934,0.068349275169663,zone1,6.70751034509747,3.05271951455652,1.50980246248212,0,zone1,0,0.473404255319149
891,Valdepoza,Spain,4,Pinus nigra,suppressed,15,354572.985557,4718914.946693,others,decay,other,10.7,6,0.089,54.9197371745828,16.2,11.7225,0,0,82.8422371745828,0.082842237174583,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,1,0.5213377,0.435632341514694,2.31929260941045,0.022965827695905,zone1,6.70751034509747,3.05271951455652,2.28910351540797,0,zone2,1,0.427807486631016
892,Valdepoza,Spain,4,Pinus nigra,Codominant,21.4,354575.198697,4718915.531506,others,decay,other,18.7,7.8,0.329,178.852856078596,32.97312,23.859716,0,0,235.685692078596,0.235685692078596,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.666666666666667,0.5213377,0.176256341697518,2.73633905110507,0.03596809429095,zone2,5.09597190578075,2.31927676321498,2.28910351540797,0,zone3,1,0.427807486631016
893,Valdepoza,Spain,4,Pinus nigra,dominant,42.05,354577.880353,4718916.722851,injury,decay,other,20.8,9.9,1.342,684.473763561979,127.31058,92.12335025,20.79417,0,924.701863811979,0.924701863811979,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,1,0.5213377,0.259615384615385,2.73633905110507,0.138874299601478,zone3,5.11722056410999,2.32894744437721,1.72692354647504,0,zone3,1,0.524038461538462
894,Valdepoza,Spain,4,Pinus nigra,Codominant,27,354580.583821,4718917.720533,others,decay,other,17.5,8.4,0.473,257.526900385722,52.488,37.9809,0,0,347.995800385722,0.347995800385722,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.333333333333333,0.5213377,0.167811550151976,2.73633905110507,0.057255526111674,zone2,5.09597190578075,2.31927676321498,0.748765723540377,0,zone3,0,0.069148936170213
895,Valdepoza,Spain,4,Quercus pyrenaica,dominate,22.9,354584.260233,4718917.655804,others,decay,other,10.5,5.3,0.193,0,15.8917,21.6172609,0,143.7145605,37.5089609,0.0375089609,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.5,0.666666666666667,0.333333333333333,0.871433933333333,0.419047619047619,3.83551632938934,0.041187065086726,zone1,6.70751034509747,3.05271951455652,3.63355336401212,0,zone1,1,0.457142857142857
896,Valdepoza,Spain,4,Quercus pyrenaica,dominate,8.4,354580.707308,4718911.808041,others,decay,other,8.2,4.7,0.023,0,3.8942,5.67346496,0,15.1012512,9.56766496,0.00956766496,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0,0.8928559,0.315022663500971,3.83551632938934,0.005541769440932,zone1,6.70751034509747,3.05271951455652,0.87270503120454,0,zone1,0,0.365853658536585
897,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,5.35,354581.148592,4718911.055125,others,decay,other,5.2,3.7,0.006,0,2.4903,2.84375806,0,3.8846457,5.33405806,0.00533405806,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.333333333333333,0.8928559,0.331131988543919,3.83551632938934,0.002248005893184,zone1,6.70751034509747,3.05271951455652,0.87270503120454,0,zone1,0,0.365853658536585
898,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,7.35,354582.135889,4718911.104808,others,decay,other,5.7,4.5,0.011,0,4.0638,3.307268985,0,8.036927325,7.371068985,0.007371068985,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.296057522755013,3.83551632938934,0.004242917228214,zone1,6.70751034509747,3.05271951455652,0.988546289620379,0,zone1,1,0.087719298245614
899,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,8,354586.246561,4718910.692602,others,decay,other,4.2,2.9,0.009,0,5.315,2.033344,0,7.01568,7.348344,0.007348344,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.611056568489948,3.83551632938934,0.005026548245744,zone1,6.70751034509747,3.05271951455652,2.85948566648148,0,zone1,1,0.634782608695652
900,Valdepoza,Spain,4,Quercus pyrenaica,dominate,7.5,354584.577261,4718913.115277,others,decay,other,12,4.7,0.031,0,1.395,8.601,0,17.6175,9.996,0.009996,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0,0,0.666666666666667,0.8928559,0.466666666666667,2.31929260941045,0.004417864669111,zone2,5.09597190578075,2.31927676321498,2.94209392161123,0,zone2,0,0.65
