tree,martelo,country,quadrant,species,social_status,DBH_cm,utmX,utmY,quality,Health,microhabitat,Total_height_m,Crownbase_height_m,V_m3ha,Bs_kg,B2_kg,B2_7_kg,B7_kg,Bs_B7.q.p_kg,B_kg,B,spNum,simpson,shannon,Even,D,MS,Mi,W,S,TH,A,G_m2ha,Hzones.st,Atmp,A.st,distij,MVij,Hzones.qd,Vij,THij
796,Valdepoza,Spain,3,Quercus pyrenaica,dominate,14.7,354578.79252,4718952.502211,others,healthy,other,13.5,6.2,0.114,0,7.1931,17.3122767,0,76.1393115,24.5053767,0.0245053767,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,1,0.666666666666667,0.850011966666667,0.269723360655738,2.10067892127926,0.016971668912856,zone2,5.09597190578075,2.31927676321498,1.48286787737509,1,zone2,1,0.25
797,Valdepoza,Spain,3,Pinus sylvestris,dominate,23.35,354585.836385,4718949.931168,others,healthy,other,17.6,11.5,0.365,147.7771064,19.8181277460337,12.6458715455263,0,0,180.24110569156,0.18024110569156,2,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.666666666666667,0.623755133333333,0.270266404336724,2.10067892127926,0.042821675014297,zone2,5.09597190578075,2.31927676321498,1.93372964308261,1,zone2,1,0.698863636363636
798,Valdepoza,Spain,3,Pinus sylvestris,Codominant,34.75,354585.625221,4718952.433408,injury,healthy,other,19,11.7,0.853,353.3327875,43.4943247226353,35.1172593344058,0,0,431.944371557041,0.431944371557041,2,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.333333333333333,0.5213377,0.280701754385965,2.10067892127926,0.094841736968763,zone2,5.09597190578075,2.31927676321498,2.51113425552891,0,zone2,1,0.073684210526316
799,Valdepoza,Spain,3,Pinus sylvestris,Codominant,23.7,354587.763055,4718949.557001,injury,healthy,other,18.3,12.9,0.392,158.2954758,19.5767852146256,12.71857487573,0,0,190.590835890356,0.190590835890356,2,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,0.666666666666667,0.666666666666667,0.623755133333333,0.223696764680371,2.10067892127926,0.044115029439871,zone2,5.09597190578075,2.31927676321498,1.96266610323959,0,zone2,0,0.038251366120219
800,Valdepoza,Spain,3,Pinus nigra,Codominant,26.9,354589.948374,4718949.775511,injury,healthy,other,18.9,10.6,0.512,275.071845829786,52.09992,37.700081,0,0,364.871846829786,0.364871846829786,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.5213377,0.060281911613202,2.10067892127926,0.056832196501603,zone2,5.09597190578075,2.31927676321498,1.31828853960315,0,zone2,1,0.040609137055838
801,Valdepoza,Spain,4,Quercus pyrenaica,suppressed,9.7,354588.648936,4718923.248518,injury,healthy,other,2.6,0,0.007,0,7.5536,0.26339092,0,6.3849474,7.81699092,0.00781699092,3,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.25,1,0.666666666666667,0.8928559,0.855434182941631,3.83551632938934,0.007389811319407,zone1,6.70751034509747,3.05271951455652,1.23841744116634,1,zone1,1,0.866666666666667
802,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.4,354599.053425,4718943.200391,others,healthy,other,9.9,6.2,0.023,0,2.2397,6.79926712,0,14.1494364,9.03896712,0.00903896712,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.333333333333333,0.871433933333333,0.245791245791246,3.117628407706,0.004300840342764,zone1,6.70751034509747,3.05271951455652,2.44104249873721,0,zone1,0,0.252525252525252
803,Valdepoza,Spain,3,Pinus sylvestris,suppressed,12.35,354597.137539,4718940.3942,others,healthy,other,9.5,6.8,0.054,22.31404175,9.94342935270783,3.83883364570902,0,0,36.0963047484168,0.036096304748417,2,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,0.666666666666667,0.666666666666667,0.623755133333333,0.381498605636537,3.117628407706,0.011979089137679,zone1,6.70751034509747,3.05271951455652,2.82254266045647,0,zone1,0,0.532019704433498
804,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.75,354595.20984,4718943.321369,others,healthy,other,5.7,5.4,0.012,0,4.423,3.335451625,0,8.935498125,7.758451625,0.007758451625,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,1,0.333333333333333,0.850011966666667,0.616356547521771,3.117628407706,0.004717297718906,zone1,6.70751034509747,3.05271951455652,2.98826535148527,1,zone1,1,0.719211822660099
805,Valdepoza,Spain,3,Pinus nigra,dominant,37.25,354592.376467,4718945.541942,others,healthy,other,21.1,10.2,1.079,555.241685216199,99.9045,72.29200625,5.14425,0,732.582441466199,0.732582441466199,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.033175355450237,3.53598308231342,0.108978903909917,zone3,5.11722056410999,2.32894744437721,2.51528388810586,0,zone3,1,0.004739336492891
806,Valdepoza,Spain,3,Pinus nigra,dominate,20.85,354590.781016,4718943.597414,others,healthy,other,21,12.4,0.358,190.247613091159,31.30002,22.64904225,0,0,244.196675341159,0.244196675341159,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.098405175656361,3.53598308231342,0.034143025308755,zone3,5.11722056410999,2.32894744437721,2.09396113816139,0,zone3,0,0.004761904761905
807,Valdepoza,Spain,3,Pinus nigra,dominant,38.7,354590.258074,4718948.494117,others,healthy,other,19.7,11.8,1.077,558.198138133697,107.83368,78.029649,8.76432000000001,0,752.825787133697,0.752825787133697,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.6451771,0.230118443316413,3.53598308231342,0.117628297533872,zone3,5.11722056410999,2.32894744437721,1.31828853960315,0,zone3,1,0.040609137055838
808,Valdepoza,Spain,3,Pinus nigra,dominant,27.2,354589.043627,4718946.745297,inclinated,healthy,other,19.3,15.3,0.536,286.348128335285,53.26848,38.545664,0,0,378.162272335285,0.378162272335285,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.6451771,0.239540416827484,3.53598308231342,0.058106897720797,zone3,5.11722056410999,2.32894744437721,1.1269240708262,1,zone3,1,0.621761658031088
809,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.75,354588.620735,4718947.789864,others,healthy,other,7.3,3.6,0.017,0,3.711,4.710069625,0,11.443708125,8.421069625,0.008421069625,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,1,1,0.871433933333333,0.617432059523811,3.117628407706,0.004717297718906,zone1,6.70751034509747,3.05271951455652,1.1269240708262,1,zone1,1,0.621761658031088
810,Valdepoza,Spain,3,Pinus nigra,Codominant,28.3,354588.956662,4718944.62523,others,healthy,other,20.9,14.7,0.631,332.067792431695,57.66408,41.726369,0,0,431.458241431695,0.431458241431695,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.333333333333333,0.5213377,0.044649502544239,3.53598308231342,0.062901753508338,zone3,5.11722056410999,2.32894744437721,2.09396113816139,0,zone3,0,0.004761904761905
811,Valdepoza,Spain,3,Pinus nigra,Codominant,29,354586.962832,4718945.326823,inclinated,healthy,other,19.8,11.1,0.623,330.020692358906,60.552,43.8161,0,0,434.388792358906,0.434388792358906,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.04500898711425,3.53598308231342,0.066051985541725,zone3,5.11722056410999,2.32894744437721,2.11366761952555,0,zone3,0,0.052631578947368
812,Valdepoza,Spain,3,Pinus nigra,Codominant,26.6,354590.315755,4718951.57023,others,healthy,other,21.2,13.1,0.571,300.348095780343,50.94432,36.863876,0,0,388.156291780343,0.388156291780343,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.6451771,0.182389937106918,3.53598308231342,0.05557163244935,zone3,5.11722056410999,2.32894744437721,1.83193479305216,0,zone3,1,0.108490566037736
813,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.4,354585.022386,4718948.177111,others,healthy,other,5.3,3.6,0.01,0,4.2867,2.97846664,0,7.5749508,7.26516664,0.00726516664,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,1,1,0.850011966666667,0.713403539009972,3.117628407706,0.004300840342764,zone1,6.70751034509747,3.05271951455652,1.93372964308261,1,zone1,1,0.698863636363636
814,Valdepoza,Spain,3,Pinus nigra,dominant,30.8,354582.938785,4718945.450159,others,healthy,other,19.7,11.6,0.695,366.886597229916,68.30208,49.424144,0,0,484.612821229916,0.484612821229916,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.6451771,0.253807106598985,3.53598308231342,0.074506011372536,zone3,5.11722056410999,2.32894744437721,3.43185960309456,1,zone3,1,0.730964467005076
815,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,8.45,354578.265054,4718948.754961,others,healthy,other,10.2,6.2,0.03,0,3.0491,7.52901859,0,19.00877355,10.57811859,0.01057811859,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.333333333333333,0.666666666666667,1,0.8928559,0.42550816250565,3.117628407706,0.005607939236199,zone1,6.70751034509747,3.05271951455652,3.78419118752835,0,zone1,1,0.244444444444444
816,Valdepoza,Spain,3,Pinus nigra,dominant,45.05,354575.72163,4718945.614814,others,healthy,other,22.4,11.1,1.661,833.259852071427,146.12418,105.73708025,35.91057,0,1121.03168232143,1.12103168232143,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.333333333333333,0.6451771,0.325892857142857,3.53598308231342,0.159396753611053,zone3,5.11722056410999,2.32894744437721,1.76839257235563,0,zone3,0,0.111607142857143
817,Valdepoza,Spain,3,Pinus nigra,dominate,31.75,354577.344268,4718944.911779,others,healthy,other,19.9,9,0.744,391.675294284634,72.5805,52.52005625,0,0,516.775850534634,0.516775850534634,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.333333333333333,0.6451771,0.278408411103135,3.53598308231342,0.079173043608984,zone3,5.11722056410999,2.32894744437721,1.76839257235563,0,zone3,0,0.111607142857143
818,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,10.1,354577.01151,4718943.022596,others,healthy,other,5.8,4.1,0.02,0,6.4888,3.63966004,0,15.4422738,10.12846004,0.01012846004,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.333333333333333,0.666666666666667,1,0.8928559,0.488116161383978,3.117628407706,0.008011846664817,zone1,6.70751034509747,3.05271951455652,1.91826491824119,1,zone1,1,0.708542713567839
819,Valdepoza,Spain,3,Pinus nigra,Codominant,30.35,354579.433606,4718944.399941,others,healthy,other,19.6,11.2,0.671,355.38141787029,66.32082,47.99048225,0,0,469.69272012029,0.46969272012029,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.241411050556488,3.53598308231342,0.072344791976407,zone3,5.11722056410999,2.32894744437721,2.15111864310714,0,zone3,0,0.015075376884422
820,Valdepoza,Spain,4,Pinus nigra,dominate,18.75,354579.87914,4718917.973663,others,healthy,other,18.8,14.1,0.258,140.980988634327,25.3125,18.31640625,0,0,184.609894884327,0.184609894884327,1,0.984774490089055,4.2304944673067,0.982906711607676,1.57446808510638,0.166666666666667,0.333333333333333,0.333333333333333,0.5213377,0.203900709219858,2.73633905110507,0.027611654181942,zone2,5.09597190578075,2.31927676321498,0.748765723540377,0,zone3,0,0.069148936170213
821,Valdepoza,Spain,3,Pinus nigra,Codominant,26.1,354582.398765,4718941.629712,others,healthy,other,19.2,13.5,0.492,264.125273490278,49.04712,35.491041,0,0,348.663434490278,0.348663434490278,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.09222704458447,3.53598308231342,0.053502108288798,zone3,5.11722056410999,2.32894744437721,2.92405412357942,0,zone3,1,0.119266055045872
822,Valdepoza,Spain,3,Pinus nigra,Codominant,28,354585.235491,4718942.338992,others,healthy,other,21.8,15.4,0.649,338.86201906906,56.448,40.8464,0,0,436.15641906906,0.43615641906906,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.059633027522936,3.53598308231342,0.06157521601036,zone3,5.11722056410999,2.32894744437721,1.47315794568189,0,zone3,0,0.022935779816514
823,Valdepoza,Spain,3,Pinus nigra,Codominant,27.15,354587.432839,4718942.768863,injury,healthy,other,21,12.8,0.587,309.080235457261,53.07282,38.40408225,0,0,400.557137707261,0.400557137707261,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.112165346820987,3.53598308231342,0.057893465769894,zone3,5.11722056410999,2.32894744437721,1.43046948026104,0,zone3,0,0.285714285714286
824,Valdepoza,Spain,3,Pinus nigra,Codominant,27.5,354586.03623,4718941.10246,others,healthy,other,21.3,12.9,0.611,320.71351572947,54.45,39.400625,0,0,414.56414072947,0.41456414072947,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.110931644915364,3.53598308231342,0.059395736106932,zone3,5.11722056410999,2.32894744437721,1.47315794568189,0,zone3,0,0.022935779816514
825,Valdepoza,Spain,3,Pinus nigra,suppressed,13.75,354588.81455,4718942.398569,others,healthy,other,15,9.9,0.112,64.403822615419,13.6125,9.85015625,0,0,87.866478865419,0.087866478865419,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.287928528106438,2.10067892127926,0.014848934026733,zone2,5.09597190578075,2.31927676321498,1.43046948026104,0,zone2,0,0.285714285714286
826,Valdepoza,Spain,3,Pinus nigra,Codominant,26.5,354589.217356,4718940.205619,injury,healthy,other,21.3,16.1,0.57,299.605435177714,50.562,36.587225,0,0,386.754660177714,0.386754660177714,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.10484401737528,3.53598308231342,0.055154586024586,zone3,5.11722056410999,2.32894744437721,2.22963727461508,0,zone3,1,0.295774647887324
827,Valdepoza,Spain,3,Pinus nigra,dominate,21.05,354592.211704,4718941.113723,others,healthy,other,21.4,13.8,0.372,197.098546716907,31.90338,23.08564025,0,0,252.087566966907,0.252087566966907,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.666666666666667,0.5213377,0.024922118380062,3.53598308231342,0.034801188969682,zone3,5.11722056410999,2.32894744437721,2.2005916191223,1,zone3,0,0.051401869158879
828,Valdepoza,Spain,2,Pinus nigra,Codominant,28.3,354589.600776,4718961.821311,others,healthy,other,19.7,12.2,0.591,314.021293622614,57.66408,41.726369,0,0,413.411742622614,0.413411742622614,1,0.980236686390533,3.96571344469959,0.985184339005005,2,0.333333333333333,0.666666666666667,0.666666666666667,0.5213377,0.274111675126904,3.00083031704146,0.062901753508338,zone3,5.11722056410999,2.32894744437721,1.41735265307098,1,zone3,1,0.025380710659898
829,Valdepoza,Spain,3,Pinus sylvestris,dominant,36.8,354594.316012,4718940.469913,injury,healthy,other,20.3,11.3,1.024,423.3625088,45.7122176811601,38.7202182601393,0,0,507.794944741299,0.507794944741299,2,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,0.666666666666667,0.333333333333333,0.623755133333333,0.434211132084158,3.53598308231342,0.106361760879936,zone3,5.11722056410999,2.32894744437721,2.2005916191223,1,zone3,0,0.051401869158879
830,Valdepoza,Spain,3,Pinus nigra,dominant,42.2,354597.106058,4718937.091002,others,healthy,other,22.2,8.4,1.45,732.711304233831,128.22048,92.781764,21.45252,0,975.166068233831,0.975166068233831,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.5213377,0.277777777777778,3.53598308231342,0.139866846530471,zone3,5.11722056410999,2.32894744437721,3.30334801123271,1,zone3,1,0.572072072072072
831,Valdepoza,Spain,3,Pinus nigra,dominate,24.45,354593.708269,4718935.96361,others,healthy,other,19.4,9.7,0.44,236.556143801658,43.04178,31.14551025,0,0,310.743434051658,0.310743434051658,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.666666666666667,0.5213377,0.351421300090584,3.53598308231342,0.04695129855744,zone3,5.11722056410999,2.32894744437721,1.98869370379938,0,zone3,0,0.123711340206185
832,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,6.35,354595.976308,4718931.903717,injury,healthy,other,3.6,0,0.005,0,4.1003,1.66218118,0,3.7887021,5.76248118,0.00576248118,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,1,0.333333333333333,0.871433933333333,0.640833867231778,3.117628407706,0.003166921744359,zone1,6.70751034509747,3.05271951455652,1.75949114733244,1,zone1,0,0.28
833,Valdepoza,Spain,3,Pinus sylvestris,suppressed,7.75,354594.574402,4718932.966952,others,healthy,other,5,3.1,0.011,4.6248125,7.48062524268803,1.9050801431579,0,0,14.0105178858459,0.014010517885846,2,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,1,0.666666666666667,0.623755133333333,0.594491482266358,3.117628407706,0.004717297718906,zone1,6.70751034509747,3.05271951455652,0.955379427972474,1,zone1,1,0.757281553398058
834,Valdepoza,Spain,3,Pinus nigra,dominant,32.3,354593.644771,4718932.746643,others,healthy,other,20.6,9.5,0.799,417.660886003495,75.11688,54.355409,0,0,547.133175003495,0.547133175003495,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.5,0.666666666666667,0.666666666666667,0.6451771,0.542071197411003,3.53598308231342,0.081939804989092,zone3,5.11722056410999,2.32894744437721,0.955379427972474,1,zone3,1,0.757281553398058
835,Valdepoza,Spain,3,Pinus nigra,Codominant,28.05,354592.523933,4718931.827591,others,healthy,other,19.7,7.9,0.581,308.941490027671,56.64978,40.99241025,0,0,406.583680277671,0.406583680277671,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,1,0.5213377,0.277857178059238,3.53598308231342,0.061795323845652,zone3,5.11722056410999,2.32894744437721,1.44946003784462,0,zone3,1,0.04368932038835
836,Valdepoza,Spain,3,Pinus nigra,Codominant,31.45,354591.199991,4718928.229221,others,healthy,other,19.3,9.6,0.707,373.924100368952,71.21538,51.53224025,0,0,496.671720618952,0.496671720618952,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.078021514700018,3.53598308231342,0.077683928691182,zone3,5.11722056410999,2.32894744437721,1.71771774726953,0,zone3,1,0.063106796116505
837,Valdepoza,Spain,3,Pinus nigra,Codominant,37.4,354590.378341,4718929.737679,injury,healthy,other,20.6,11.1,1.059,546.824008586138,100.71072,72.875396,5.47428,0,725.884404586138,0.725884404586138,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,1,0.5213377,0.055016181229774,3.53598308231342,0.109858353503381,zone3,5.11722056410999,2.32894744437721,1.71771774726953,0,zone3,1,0.063106796116505
838,Valdepoza,Spain,3,Pinus nigra,dominant,30.7,354591.518779,4718934.955551,inclinated,healthy,other,23.9,17.4,0.857,437.775443488474,67.85928,49.103729,0,0,554.738452488474,0.554738452488474,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.205020920502092,3.53598308231342,0.074022991502046,zone3,5.11722056410999,2.32894744437721,1.86420011610423,0,zone3,1,0.288702928870293
839,Valdepoza,Spain,3,Pinus nigra,suppressed,27.15,354591.895457,4718936.781299,injury,healthy,other,17,14.5,0.463,253.132688406205,53.07282,38.40408225,0,0,344.609590656205,0.344609590656205,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.333333333333333,0.5213377,0.191658615143719,2.10067892127926,0.057893465769894,zone2,5.09597190578075,2.31927676321498,1.86420011610423,0,zone2,1,0.288702928870293
840,Valdepoza,Spain,3,Pinus nigra,Codominant,31.55,354588.473699,4718936.904871,others,healthy,other,20.3,12.5,0.752,394.502384190915,71.66898,51.86047025,0,0,518.031834440915,0.518031834440915,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.5213377,0.088703190886588,3.53598308231342,0.078178729534123,zone3,5.11722056410999,2.32894744437721,0.883973523300397,0,zone3,1,0.101769911504425
841,Valdepoza,Spain,3,Pinus nigra,dominant,29.1,354586.506649,4718937.13448,others,healthy,other,23,15.6,0.741,382.624843466659,60.97032,44.118801,0,0,487.713964466659,0.487713964466659,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.333333333333333,0.5213377,0.097101449275362,3.53598308231342,0.066508301874659,zone3,5.11722056410999,2.32894744437721,1.96129642756754,0,zone3,0,0.017391304347826
842,Valdepoza,Spain,3,Pinus nigra,Codominant,38.95,354582.978858,4718936.294304,others,healthy,other,20.3,11.5,1.127,581.087478431003,109.23138,79.04104025,9.48537000000001,0,778.845268681004,0.778845268681004,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.333333333333333,0.5213377,0.027906564924821,3.53598308231342,0.119152951718568,zone3,5.11722056410999,2.32894744437721,2.0669246573725,0,zone3,0,0.044334975369458
843,Valdepoza,Spain,3,Pinus nigra,Codominant,32,354582.951517,4718938.531418,injury,healthy,other,20.4,14,0.777,406.79088633608,73.728,53.3504,0,0,533.86928633608,0.53386928633608,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.666666666666667,0.6451771,0.285947712418301,3.53598308231342,0.080424771931899,zone3,5.11722056410999,2.32894744437721,2.23728106859182,0,zone3,1,0.004901960784314
844,Valdepoza,Spain,3,Pinus nigra,Codominant,33.15,354580.98903,4718937.22437,others,healthy,other,19.6,10.5,0.795,417.961006895038,79.12242,57.25386225,0.09633,0,554.433619145038,0.554433619145038,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.333333333333333,0.666666666666667,0.333333333333333,0.7690165,0.489385409336148,3.53598308231342,0.086309171321613,zone3,5.11722056410999,2.32894744437721,1.79603512112873,1,zone3,0,0.806122448979592
845,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,8.95,354579.91638,4718938.664913,injury,healthy,other,3.8,0,0.01,0,6.3461,1.59175051,0,7.94456595,7.93785051,0.00793785051,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0,0.8928559,0.4517377860235,3.117628407706,0.006291235638354,zone1,6.70751034509747,3.05271951455652,1.79603512112873,1,zone1,0,0.806122448979592
846,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,9,354578.242001,4718940.711089,others,healthy,other,5.5,4.2,0.015,0,5.6345,3.23879,0,11.62755,8.87329,0.00887329,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.8928559,0.150574712643678,3.117628407706,0.006361725123519,zone1,6.70751034509747,3.05271951455652,1.73684214882493,0,zone1,1,0.090909090909091
847,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.6,354578.083219,4718938.98152,others,healthy,other,5,3.1,0.01,0,4.5998,2.731984,0,7.53768,7.331784,0.007331784,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.8928559,0.21030303030303,3.117628407706,0.004536459791784,zone1,6.70751034509747,3.05271951455652,1.73684214882493,0,zone1,1,0.090909090909091
848,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.05,354577.234343,4718936.988364,injury,healthy,other,3.5,0,0.006,0,4.7734,1.519633075,0,4.540323375,6.293033075,0.006293033075,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.8928559,0.382490340709519,3.117628407706,0.003903625221626,zone1,6.70751034509747,3.05271951455652,1.70759164774974,0,zone1,1,0.326923076923077
849,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,10.85,354579.254366,4718935.92502,others,healthy,other,7.3,5.1,0.031,0,6.4948,5.475448465,0,22.429667925,11.970248465,0.011970248465,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0.166666666666667,0.333333333333333,0.666666666666667,0.8928559,0.478590066163452,3.117628407706,0.009245903529056,zone1,6.70751034509747,3.05271951455652,2.05184094935099,0,zone1,1,0.287671232876712
850,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,8.45,354577.305797,4718935.282268,others,healthy,other,5.2,4,0.013,0,5.2741,2.92829134,0,9.6907473,8.20239134,0.00820239134,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,1,0.8928559,0.243326308394802,3.117628407706,0.005607939236199,zone1,6.70751034509747,3.05271951455652,1.70759164774974,0,zone1,1,0.326923076923077
851,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,10.8,354577.593969,4718933.395585,others,healthy,other,4.6,3.5,0.018,0,7.6514,2.31956672,0,14.0037984,9.97096672,0.00997096672,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,1,0.8928559,0.272860320805526,3.117628407706,0.009160884177868,zone1,6.70751034509747,3.05271951455652,1.90856381737842,0,zone1,1,0.115384615384616
852,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,9,354576.521371,4718930.800587,others,healthy,other,6.9,4.2,0.02,0,5.0115,4.599282,0,14.58729,9.610782,0.009610782,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.8928559,0.270531400966184,3.117628407706,0.006361725123519,zone1,6.70751034509747,3.05271951455652,1.97788531777662,0,zone1,0,0.159420289855073
853,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,8.75,354577.826344,4718929.314291,others,healthy,other,5.8,3.4,0.016,0,5.2765,3.50723125,0,11.59003125,8.78373125,0.00878373125,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.8928559,0.202565383974679,3.117628407706,0.006013204688512,zone1,6.70751034509747,3.05271951455652,1.97788531777662,0,zone1,0,0.159420289855073
854,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,8.75,354580.613388,4718931.313086,others,healthy,other,4.7,3,0.012,0,5.766,2.464534375,0,9.391921875,8.230534375,0.008230534375,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.666666666666667,0.8928559,0.098679383712399,3.117628407706,0.006013204688512,zone1,6.70751034509747,3.05271951455652,1.77385626452938,0,zone1,1,0.085106382978724
855,Valdepoza,Spain,3,Quercus pyrenaica,suppressed,7.7,354581.47412,4718929.762052,others,healthy,other,4.3,3,0.009,0,5.0011,2.13487486,0,6.6541167,7.13597486,0.00713597486,3,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,1,0.8928559,0.169960314655303,3.117628407706,0.004656625710783,zone1,6.70751034509747,3.05271951455652,1.77385626452938,0,zone1,1,0.085106382978724
856,Valdepoza,Spain,3,Pinus nigra,Codominant,31.65,354584.705879,4718935.158709,others,healthy,other,19.4,9.3,0.719,380.158379678091,72.12402,52.18974225,0,0,504.472141928091,0.504472141928091,1,0.981039931054295,4.07396876361876,0.968910008981551,1.76315789473684,0,0,0.333333333333333,0.5213377,0.114149878284625,3.53598308231342,0.07867510117339,zone3,5.11722056410999,2.32894744437721,1.739999671469,0,zone3,0,0.141592920353982
